Player,Season,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48
Vince Carter,2014-15,SG,38,66,1,16.5,2,6.2,0.333,1,3.5,0.297,1,2.6,0.379,0.417,0.7,0.9,0.789,0.4,1.6,2,1.2,0.7,0.2,0.7,1.5,5.8,9.6,0.445,0.571,0.14,2.8,11.1,7,11.1,2.1,1.1,9.1,19.9,1,0.043
Michael Carter-Williams,2014-15,PG,23,66,63,32.6,5.5,13.9,0.396,0.5,2.3,0.235,5,11.6,0.428,0.416,3.1,4.4,0.694,1,4.4,5.3,6.7,1.7,0.5,3.8,2.5,14.6,14.1,0.461,0.166,0.317,3.2,15.3,9,37.3,2.6,1.1,19.5,26.7,0.8,0.017
Omri Casspi,2014-15,SF,26,67,19,21.1,3.1,6.4,0.489,0.5,1.3,0.402,2.6,5.1,0.512,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9,14.4,0.58,0.204,0.447,4.5,15.9,10.4,11.8,1.1,0.5,14.7,18.7,2.7,0.091
Mario Chalmers,2014-15,PG,28,80,37,29.6,3.3,8.3,0.403,0.9,3.1,0.294,2.4,5.2,0.467,0.458,2.6,3.3,0.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2,11.7,0.521,0.374,0.401,1.2,9,5.2,21,2.7,0.4,18.2,18.9,2.8,0.056
Tyson Chandler,2014-15,C,32,75,75,30.5,3.9,5.9,0.666,0,0,,3.9,5.9,0.666,0.666,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3,20.1,0.697,0,0.584,14.1,27.4,20.7,5.3,0.9,3.2,16,12.8,10.3,0.216
Wilson Chandler,2014-15,SF,27,78,75,31.7,5.4,12.5,0.429,1.8,5.2,0.342,3.6,7.3,0.49,0.5,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3,13.9,13.2,0.523,0.416,0.146,4.1,17.2,10.4,8.9,1.2,0.9,9.6,20.1,3.6,0.071
Will Cherry,2014-15,PG,23,8,0,8.6,0.6,2.4,0.263,0.3,1.1,0.222,0.4,1.3,0.3,0.316,0.4,0.8,0.5,0.1,0.5,0.6,1,0.8,0.1,0.5,1.3,1.9,5.8,0.347,0.474,0.316,1.7,6.6,4.2,16.4,4.5,1.1,15.6,16.8,0,-0.021
Patrick Christopher,2014-15,SG,26,4,1,7.3,0.8,3,0.25,0,1,0,0.8,2,0.375,0.25,0,0,,0.5,1,1.5,0,0.3,0,0.3,1.5,1.5,-2.6,0.25,0.333,0,8,15.9,12,0,1.8,0,7.7,20.6,-0.1,-0.15
Earl Clark,2014-15,PF,27,10,0,9.3,1.1,3,0.367,0.4,1.4,0.286,0.7,1.6,0.438,0.433,0.1,0.4,0.25,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7,6.7,0.425,0.467,0.133,1.2,26.5,13.9,5,1.7,3.5,15.9,18.5,-0.1,-0.037
Ian Clark,2014-15,SG,23,30,0,6.4,0.6,1.8,0.345,0.3,1,0.333,0.3,0.8,0.36,0.436,0.3,0.3,1,0.1,0.4,0.5,0.4,0.3,0.1,0.3,0.7,1.9,8.8,0.483,0.545,0.164,2.4,7.1,4.8,9.7,2.4,1.2,13.2,16,0.2,0.05
Jordan Clarkson,2014-15,PG,22,59,38,25,4.5,10.1,0.448,0.6,2.1,0.314,3.9,8.1,0.482,0.48,2.2,2.7,0.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,16.9,0.528,0.203,0.265,4,10.5,7.1,23.8,1.8,0.7,12.6,23,2.4,0.078
Victor Claver,2014-15,SF,26,10,0,7.6,0.9,2,0.45,0.6,1.1,0.545,0.3,0.9,0.333,0.6,0,0,,0.3,1.7,2,0.1,0.1,0.1,0.4,1.2,2.4,9.2,0.6,0.55,0,4.3,23.5,14.1,1.9,0.7,0.9,16.7,14.1,0.1,0.086
Norris Cole,2014-15,PG,26,75,25,24.4,3.1,7.4,0.412,0.7,2.3,0.313,2.3,5.1,0.458,0.461,0.8,1.1,0.716,0.2,1.9,2.1,3.4,0.8,0.2,1.3,1.7,7.6,10.9,0.483,0.315,0.145,0.9,9.3,5.1,22.2,1.6,0.7,14.3,17.5,1.4,0.036
Darren Collison,2014-15,PG,27,45,45,34.8,5.8,12.2,0.473,1.3,3.6,0.373,4.4,8.6,0.514,0.527,3.2,4.1,0.788,0.4,2.8,3.2,5.6,1.5,0.3,2.5,2.1,16.1,17.5,0.575,0.293,0.335,1.4,8.7,5.2,27.2,2.2,0.7,15.1,20.9,3.8,0.116
Nick Collison,2014-15,PF,34,66,2,16.7,1.6,3.8,0.419,0.2,0.9,0.267,1.4,2.9,0.466,0.451,0.7,1,0.692,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1,11.2,0.485,0.237,0.257,8.9,15.3,12.2,11.6,1.6,1.8,13.8,12.8,2.2,0.097
Mike Conley,2014-15,PG,27,70,70,31.8,5.6,12.6,0.446,1.5,4,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.859,0.4,2.6,3,5.4,1.3,0.2,2.2,2,15.8,18.6,0.558,0.314,0.282,1.5,9.2,5.4,28,2.1,0.5,13.6,23.7,6.8,0.147
Jack Cooley,2014-15,C,23,16,0,5.4,0.6,1.4,0.409,0,0,,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7,11.4,0.432,0,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,0.2,0.092
Chris Copeland,2014-15,SF,30,50,12,16.6,2.2,6.2,0.361,1,3.3,0.311,1.2,2.9,0.42,0.445,0.7,0.9,0.733,0.5,1.8,2.2,1,0.2,0.2,1.2,1.6,6.2,7.4,0.468,0.539,0.145,3.1,11.7,7.4,9.9,0.7,1,15.2,21.3,-0.1,-0.008
Bryce Cotton,2014-15,PG,22,15,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.471,1,1.2,0.833,0.2,1,1.2,1,0.3,0,0.8,0.4,5.3,14.5,0.52,0.29,0.261,2.2,10.8,6.5,17,1.3,0,13.5,25.6,0.2,0.067
DeMarcus Cousins,2014-15,C,24,59,59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1,25.2,0.545,0.008,0.508,10.8,30.6,21.1,20.4,2.3,4,16.3,34.1,6,0.144
Robert Covington,2014-15,SF,24,70,49,27.9,4.3,10.8,0.396,2.4,6.4,0.374,1.9,4.4,0.426,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7,13.5,14.7,0.554,0.59,0.287,3.4,14.6,8.8,9.8,2.5,1.3,13.1,21.8,4,0.097
Allen Crabbe,2014-15,SG,22,51,9,13.4,1.2,3,0.412,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3,8.7,0.525,0.556,0.105,1.1,10.1,5.7,8.1,1.4,1.6,8.6,11.5,1.3,0.088
Jamal Crawford,2014-15,SG,34,64,4,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.3,7.4,0.448,0.467,3.5,3.9,0.901,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8,16.6,0.532,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,3.6,0.102
Jae Crowder,2014-15,SF,24,82,17,20.1,2.8,6.6,0.42,0.7,2.5,0.293,2,4.1,0.499,0.476,1.3,1.7,0.773,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7,13.9,0.517,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,3.9,0.113
Dante Cunningham,2014-15,PF,27,66,27,25,2.3,5.1,0.457,0,0.2,0.1,2.3,5,0.468,0.459,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.7,0.6,0.5,1.5,5.2,8.9,0.473,0.029,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,1.6,0.047
Jared Cunningham,2014-15,SG,23,19,0,4.7,0.6,1.7,0.364,0.2,0.7,0.308,0.4,1.1,0.4,0.424,0.4,0.7,0.538,0.1,0.4,0.5,0.5,0.2,0,0.4,0.6,1.8,7.3,0.452,0.394,0.394,1.3,9.9,5.7,16.4,1.7,0,15.3,23.2,0,-0.023
Seth Curry,2014-15,PG,24,2,0,4,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,1,1,0.5,0,0,0,1,0,-11.4,0,0.333,0,0,27.7,13.7,15.6,0,0,0,16.5,0,-0.298
Stephen Curry,2014-15,PG,26,80,80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,28,0.638,0.482,0.251,2.4,11.4,7,38.6,3,0.5,14.3,28.9,15.7,0.288
Samuel Dalembert,2014-15,C,33,32,21,17,1.8,4.1,0.438,0,0,,1.8,4.1,0.438,0.438,0.4,0.6,0.7,1.7,3.6,5.3,0.9,0.4,1.3,1.2,2.2,4,11.8,0.461,0,0.154,10.9,25.1,17.8,8.6,1.4,6.3,21.9,15,0.3,0.023
Troy Daniels,2014-15,SG,23,47,0,8.4,1.3,3.5,0.37,0.9,2.5,0.364,0.4,1,0.383,0.5,0.2,0.3,0.846,0.2,0.5,0.7,0.5,0.1,0,0.4,0.9,3.7,9.6,0.515,0.715,0.079,2.2,7.2,4.7,9.2,0.8,0.2,10.5,21.3,0.2,0.022
Gigi Datome,2014-15,SF,27,21,1,10,2,4.2,0.483,0.9,1.9,0.45,1.2,2.3,0.51,0.584,0,0,1,0.1,1.2,1.4,0.4,0.1,0.3,0.4,0.7,5,15.1,0.587,0.449,0.011,1.5,13.9,7.6,7.6,0.5,2.6,9.1,20.7,0.4,0.095
Brandon Davies,2014-15,PF,23,27,6,15.7,2,5.1,0.401,0.3,1.3,0.235,1.7,3.8,0.456,0.431,0.9,1.4,0.649,1.4,1.7,3.1,1.1,0.7,0.3,1.1,2.2,5.3,10.5,0.463,0.248,0.27,9.4,12.1,10.7,12.4,2.1,1.3,15.9,18.9,0.2,0.028
Anthony Davis,2014-15,PF,21,68,68,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,30.8,0.591,0.01,0.384,8,24.1,16.1,11.6,2.1,6.2,6.3,27.8,14,0.274
Ed Davis,2014-15,PF,25,79,24,23.3,3.6,5.9,0.601,0,0,,3.6,5.9,0.601,0.601,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.6,1.2,0.7,2.6,8.3,20,0.594,0,0.403,13.3,23.1,18,8.3,1.4,4.3,9.5,14.8,6.3,0.164
Glen Davis,2014-15,PF,29,74,0,12.2,1.6,3.4,0.459,0,0.1,0,1.6,3.4,0.466,0.459,0.8,1.3,0.632,0.6,1.7,2.3,0.5,0.6,0.3,0.5,1.8,4,10.8,0.495,0.016,0.373,5.5,15.4,10.5,6.3,2.3,1.9,11.6,16.7,1.4,0.072
Andre Dawkins,2014-15,SG,23,4,0,5.5,0.3,1.5,0.167,0.3,1.5,0.167,0,0,,0.25,0,0,,0,0.5,0.5,0.3,0,0,0.3,0.8,0.8,-5,0.25,1,0,0,10.7,5.5,6.6,0,0,14.3,15,-0.1,-0.172
Austin Daye,2014-15,SF,26,34,4,10.1,1.5,4.1,0.355,0.7,2.1,0.338,0.8,2.1,0.371,0.44,0.1,0.2,0.833,0.3,1.9,2.2,0.5,0.4,0.1,0.7,1.1,3.8,8.2,0.449,0.504,0.043,3.4,21,12.4,7.5,1.8,1.1,13.8,22.1,0,-0.001
Dewayne Dedmon,2014-15,C,25,59,15,14.3,1.5,2.7,0.562,0,0,0,1.5,2.7,0.565,0.562,0.6,1.1,0.531,2,3,5,0.2,0.3,0.8,0.9,2.4,3.7,13.3,0.568,0.006,0.395,15.5,24.1,19.7,1.6,1,4.8,21.1,13,1.7,0.099
Matthew Dellavedova,2014-15,SG,24,67,13,20.6,1.7,4.6,0.362,1,2.5,0.407,0.6,2.1,0.307,0.472,0.4,0.6,0.763,0.6,1.3,1.9,3,0.4,0,0.9,2.3,4.8,8.5,0.493,0.544,0.124,3.1,7.3,5.2,21.1,0.9,0.1,15.9,12.6,1.9,0.067
Luol Deng,2014-15,SF,29,72,72,33.6,5.1,10.9,0.469,1.1,3.1,0.355,4,7.9,0.513,0.518,2.7,3.5,0.761,1.4,3.8,5.2,1.9,0.9,0.3,1.5,1.5,14,15.5,0.561,0.28,0.319,5.2,13.3,9.3,9.9,1.4,0.8,10.7,19.5,5.4,0.106
DeMar DeRozan,2014-15,SG,25,60,60,35,6.8,16.5,0.413,0.4,1.5,0.284,6.4,15,0.426,0.426,6,7.2,0.832,0.7,3.9,4.6,3.5,1.2,0.2,2.3,2,20.1,17.4,0.51,0.089,0.438,2.3,12.9,7.6,17,1.8,0.4,10.4,28.4,4,0.09
Boris Diaw,2014-15,PF,32,81,15,24.5,3.6,7.8,0.46,0.7,2.1,0.32,2.9,5.7,0.512,0.503,0.9,1.1,0.774,1,3.3,4.3,2.9,0.4,0.3,1.6,1.8,8.7,12.7,0.526,0.267,0.147,4.5,15.2,10,17.9,0.9,0.9,15.8,18.3,3.6,0.088
Gorgui Dieng,2014-15,C,25,73,49,30,3.5,7,0.506,0,0.1,0.167,3.5,6.9,0.51,0.507,2.6,3.3,0.783,3.1,5.3,8.3,2,1,1.7,1.7,2.6,9.7,17.2,0.573,0.012,0.477,11.3,20.8,15.9,10.5,1.6,4.5,16.9,15,4.9,0.108
Spencer Dinwiddie,2014-15,PG,21,34,1,13.4,1.5,5,0.302,0.4,1.9,0.185,1.1,3.1,0.375,0.337,0.9,1,0.912,0.1,1.3,1.4,3.1,0.6,0.2,1,1.6,4.3,10.2,0.394,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1,15.2,21.1,0.1,0.009
Joey Dorsey,2014-15,PF,31,69,17,12.4,1.2,2.1,0.552,0,0,0,1.2,2.1,0.556,0.552,0.3,1.2,0.289,1.5,2.6,4,0.4,0.6,0.4,0.6,2.3,2.7,11.1,0.507,0.007,0.572,13.3,22.7,18,4.4,2.3,2.3,18.4,11.3,1.9,0.108
Toney Douglas,2014-15,SG,28,12,0,14.8,1.6,4.3,0.373,0.4,1.5,0.278,1.2,2.8,0.424,0.422,0.7,1.1,0.615,0.2,1.7,1.8,2,0.9,0.3,0.8,1.7,4.3,11.2,0.45,0.353,0.255,1.3,12.8,7.1,20,3.3,1.7,15,17.2,0.2,0.046
Chris Douglas-Roberts,2014-15,SG,28,12,0,8.6,0.4,1.8,0.238,0.1,0.6,0.143,0.3,1.2,0.286,0.262,0.7,0.7,1,0.1,0.9,1,0.3,0.1,0,0,1.2,1.6,3.3,0.387,0.333,0.381,1.1,11.8,6.6,5,0.5,0,0,10.7,0,0.02
Goran Dragić,2014-15,SG-PG,28,78,78,33.8,6.4,12.8,0.501,1.2,3.3,0.347,5.3,9.5,0.555,0.546,2.3,3,0.774,1,2.5,3.5,4.5,1,0.2,2.2,2.5,16.3,17.4,0.577,0.258,0.234,3.5,8.2,5.9,22.8,1.5,0.5,13.5,21.8,6.8,0.123
Zoran Dragić,2014-15,SG,25,16,1,4.7,0.7,1.9,0.367,0.2,0.9,0.214,0.5,1,0.5,0.417,0.2,0.3,0.6,0.3,0.2,0.5,0.3,0.1,0,0.3,0.4,1.8,8.2,0.435,0.467,0.167,7.8,4.6,6.2,11.2,1.4,0,13.4,22.9,-0.1,-0.042
Larry Drew II,2014-15,PG,24,12,1,18.3,1.7,4.8,0.345,0.3,2.2,0.154,1.3,2.7,0.5,0.379,0.2,0.3,0.667,0.1,1.2,1.3,3.8,0.5,0,2.1,1.1,3.8,4.5,0.388,0.448,0.052,0.5,7.3,3.7,33.9,1.4,0,29.6,16.8,-0.4,-0.087
Andre Drummond,2014-15,C,21,82,82,30.5,6,11.7,0.514,0,0,0,6,11.7,0.515,0.514,1.7,4.5,0.389,5.3,8.1,13.5,0.7,0.9,1.9,1.5,3.5,13.8,21.4,0.504,0.002,0.38,18.3,30.1,24,3.9,1.5,4.8,9.7,22,7.7,0.147
Jared Dudley,2014-15,SG,29,72,22,23.8,2.8,5.9,0.468,1,2.7,0.385,1.7,3.2,0.537,0.556,0.7,0.9,0.716,0.6,2.4,3.1,1.8,1,0.2,0.9,1.6,7.2,12.3,0.572,0.454,0.158,3,11.6,7.3,11.5,2.1,0.5,12.1,13.5,4.1,0.116
Tim Duncan,2014-15,C,38,77,77,28.9,5.4,10.6,0.512,0,0.1,0.286,5.4,10.5,0.514,0.513,3,4,0.74,2.2,6.9,9.1,3,0.8,2,1.7,2.1,13.9,22.6,0.56,0.009,0.38,8.8,26.7,17.9,16.8,1.4,5.1,12.1,22.2,9.6,0.207
Mike Dunleavy,2014-15,SF,34,63,63,29.2,3.3,7.6,0.435,1.7,4.2,0.407,1.6,3.5,0.468,0.546,1.1,1.4,0.805,0.4,3.5,3.9,1.8,0.6,0.3,1,2,9.4,11.6,0.573,0.547,0.181,1.7,12.7,7.3,9.7,1.1,0.8,10.4,14.2,4.1,0.108
Kevin Durant,2014-15,SF,26,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6,6.6,4.1,0.9,0.9,2.7,1.5,25.4,27.6,0.633,0.34,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12,29.1,4.8,0.252
Cleanthony Early,2014-15,SF,23,39,7,16.6,1.9,5.5,0.355,0.6,2.2,0.262,1.4,3.3,0.415,0.407,0.9,1.2,0.75,0.6,1.9,2.5,0.9,0.6,0.3,1,1.5,5.4,8.4,0.447,0.393,0.224,3.8,13.8,8.7,9.1,2,1.5,14.5,19.6,-0.4,-0.03
Wayne Ellington,2014-15,SG,27,65,36,25.8,3.9,9.5,0.412,1.4,3.7,0.37,2.5,5.8,0.439,0.485,0.8,1,0.813,0.5,2.8,3.2,1.6,0.5,0,0.8,1.2,10,11.6,0.504,0.394,0.104,2,12.3,6.9,10.2,1,0.1,7.2,18.5,1.2,0.034
Monta Ellis,2014-15,SG,29,80,80,33.7,7.5,16.9,0.445,1,3.6,0.285,6.5,13.4,0.487,0.475,2.9,3.8,0.752,0.4,2,2.4,4.1,1.9,0.3,2.5,2.5,18.9,16.5,0.509,0.21,0.224,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,3.6,0.065
James Ennis III,2014-15,SF,24,62,3,17,1.6,4,0.409,0.5,1.5,0.326,1.1,2.5,0.461,0.472,1.3,1.5,0.84,0.8,2,2.8,0.8,0.4,0.3,0.6,1.4,5,11.5,0.541,0.385,0.381,6,14,10.1,7.2,1.3,1.4,11.9,14.6,1.9,0.088
Tyler Ennis,2014-15,PG,20,33,1,12.5,1.6,4.4,0.361,0.4,1.3,0.279,1.2,3.1,0.396,0.403,0.2,0.2,0.714,0.2,0.8,1.1,2.2,0.5,0.2,1.3,1.1,3.7,7.3,0.411,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1,22.2,20.6,-0.3,-0.04
Jeremy Evans,2014-15,SF,27,38,0,7,0.8,1.5,0.552,0.1,0.1,0.4,0.8,1.4,0.566,0.569,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,20.5,0.636,0.086,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,1.3,0.241
Reggie Evans,2014-15,PF,34,47,7,16.3,1.2,2.9,0.423,0,0,0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1,1.9,3.7,11.7,0.49,0.015,0.708,14.9,29,22.2,6.1,1.4,0.5,20,13,1.2,0.074
Tyreke Evans,2014-15,SG,25,79,76,34.1,6.6,14.7,0.447,0.9,2.9,0.304,5.7,11.9,0.482,0.477,2.6,3.7,0.694,1,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,17.7,0.508,0.195,0.25,3.5,14.1,8.8,32.7,2,1,16,26.1,4.6,0.082
Dante Exum,2014-15,PG,19,82,41,22.2,1.8,5.1,0.349,1,3.2,0.314,0.8,1.9,0.408,0.448,0.2,0.4,0.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-0.1,-0.003
Festus Ezeli,2014-15,C,25,46,7,11,1.7,3,0.547,0,0,,1.7,3,0.547,0.547,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,16.2,0.58,0,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,1.7,0.159
Kenneth Faried,2014-15,PF,25,75,71,27.8,5,9.8,0.507,0,0.1,0.125,5,9.7,0.511,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,18.4,0.548,0.011,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12,20.3,5.6,0.13
Jordan Farmar,2014-15,PG,28,36,0,14.7,1.7,4.4,0.386,1,2.7,0.361,0.7,1.7,0.426,0.497,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,9.9,0.513,0.614,0.07,1.7,7.1,4.5,18,1.9,0.8,16.4,16.6,0.6,0.053
Derrick Favors,2014-15,PF,23,74,74,30.8,6.5,12.4,0.525,0,0.1,0.167,6.5,12.3,0.527,0.526,3,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16,21.8,0.558,0.007,0.362,10,20.7,15.4,9.4,1.4,4.3,10.2,23.8,8.3,0.175
Raymond Felton,2014-15,PG,30,29,3,9.7,1.5,3.7,0.406,0.3,1.2,0.294,1.1,2.5,0.458,0.453,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,12.4,0.48,0.321,0.142,0.8,9.4,5.1,21.9,2,1.2,13.8,20.7,0.2,0.039
Landry Fields,2014-15,SF,26,26,9,8.3,0.8,1.6,0.488,0,0.1,0.5,0.7,1.5,0.487,0.5,0.2,0.2,0.833,0.4,0.6,1,0.6,0.4,0,0.3,0.3,1.8,10.8,0.527,0.049,0.146,5.3,8.5,6.9,10.1,2.6,0,15.5,10.8,0.3,0.072
Evan Fournier,2014-15,SG,22,58,32,28.6,4.4,9.9,0.44,1.5,3.9,0.378,2.9,6,0.48,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0,1.4,2,12,12.4,0.546,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,2.1,0.059
Randy Foye,2014-15,SG,31,50,21,21.7,3,8,0.368,1.9,5.3,0.357,1.1,2.8,0.388,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,11,0.51,0.654,0.137,0.9,7.8,4.2,17,1.6,0.8,12.3,19.3,1,0.045
Jamaal Franklin,2014-15,SG,23,3,0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,,0.75,0,0,,0.3,0.3,0.7,1,0,0.3,1,1.3,1,4.9,0.75,1,0,8,8.6,8.3,32.8,0,6,60,16.6,0,-0.063
Tim Frazier,2014-15,PG,24,11,3,21.7,1.9,5.5,0.344,0.5,1.5,0.294,1.5,4,0.364,0.385,0.9,1.9,0.476,0.5,2,2.5,5.5,0.7,0,2.3,2.4,5.2,8.1,0.406,0.279,0.344,2.6,10.2,6.3,39.4,1.7,0,26.2,17.5,-0.1,-0.017
Jimmer Fredette,2014-15,PG,25,50,0,10.2,1.3,3.3,0.38,0.2,1,0.188,1.1,2.4,0.458,0.407,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.3,0,0.7,0.9,3.6,9.8,0.479,0.289,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0.2,0.021
Enes Freedom,2014-15,C,22,75,74,28.5,6.4,12.4,0.519,0.2,0.6,0.356,6.2,11.8,0.528,0.528,2.4,3.1,0.782,3.7,5.3,8.9,0.7,0.5,0.4,1.9,2.5,15.5,20.3,0.564,0.048,0.252,14.6,20.5,17.6,4.8,0.9,1.1,12.3,24.7,6.4,0.145
Joel Freeland,2014-15,C,27,48,8,12.9,1.5,3.1,0.49,0,0,,1.5,3.1,0.49,0.49,0.4,0.5,0.84,1.3,2.7,4,0.3,0.2,0.5,0.5,1.9,3.5,12.2,0.522,0,0.166,11,21.9,16.6,3.8,0.7,2.7,12.4,13.4,1.6,0.122
Channing Frye,2014-15,PF,31,75,51,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.7,1.9,0.39,0.532,0.4,0.5,0.886,0.4,3.5,3.9,1.3,0.6,0.5,1,2.5,7.3,9.5,0.546,0.71,0.072,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,2.1,0.053
Danilo Gallinari,2014-15,SF,26,59,27,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.1,4.5,0.453,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1,1.6,12.4,16.8,0.563,0.53,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8,21.5,3.9,0.132
Langston Galloway,2014-15,PG,23,45,41,32.4,4.5,11.4,0.399,1.4,3.9,0.352,3.2,7.4,0.424,0.46,1.4,1.7,0.808,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,1.3,0.043
Francisco García,2014-15,SF,33,14,0,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.5,1.3,0.389,0.349,0.1,0.3,0.25,0.2,1,1.2,1.1,0.6,0.4,0.7,1.4,3.2,3.6,0.347,0.714,0.063,1.7,7.7,4.7,11,2.2,1.9,13.4,16.2,-0.2,-0.044
Kevin Garnett,2014-15,PF,38,47,47,20.3,3,6.5,0.467,0,0.1,0.143,3,6.4,0.475,0.469,0.8,1,0.8,1,5.6,6.6,1.6,1,0.4,1,2.3,6.9,15.2,0.496,0.023,0.147,5.7,31.1,18.3,13.1,2.5,1.4,12.4,17.8,1.9,0.096
Marc Gasol,2014-15,C,30,81,81,33.2,6.5,13.2,0.494,0,0.2,0.176,6.5,13,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,21.7,0.558,0.016,0.41,4.9,21.8,13.4,19.7,1.4,4,12.2,24.6,10.2,0.182
Pau Gasol,2014-15,PF,34,78,78,34.4,7.3,14.8,0.494,0.2,0.3,0.462,7.2,14.4,0.495,0.5,3.8,4.7,0.803,2.8,9,11.8,2.7,0.3,1.9,2,1.9,18.5,22.7,0.55,0.023,0.317,9.2,27.6,18.6,14.4,0.5,4,10.7,24.7,10.4,0.187
Rudy Gay,2014-15,SF,28,68,67,35.4,7.5,16.4,0.455,1.2,3.2,0.359,6.3,13.2,0.479,0.491,5,5.8,0.858,1.4,4.4,5.9,3.7,1,0.6,2.7,2.3,21.1,19.7,0.556,0.197,0.352,4.8,13.7,9.4,19,1.5,1.3,12.4,27,6.1,0.122
