Player,Season,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48
Kentavious Caldwell-Pope,2019-20,SG,26,69,26,25.5,3.4,7.3,0.467,1.3,3.5,0.385,2.1,3.9,0.541,0.558,1.1,1.5,0.775,0.6,1.5,2.1,1.6,0.8,0.2,0.9,1.9,9.3,11,0.584,0.471,0.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,3.7,0.102
Vlatko Čančar,2019-20,PF,22,14,0,3.2,0.4,1.1,0.4,0.1,0.4,0.167,0.4,0.6,0.556,0.433,0.3,0.3,1,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.1,0.062
Clint Capela,2019-20,C,25,39,39,32.8,6.3,9.9,0.629,0,0,,6.3,9.9,0.629,0.629,1.4,2.7,0.529,4.3,9.5,13.8,1.2,0.8,1.8,1.6,2.6,13.9,20.6,0.626,0,0.268,13.6,30.5,22,5.7,1.2,4.8,12.7,16.1,4.9,0.184
DeMarre Carroll,2019-20,SF-C,33,24,0,12.1,1,2.8,0.379,0.3,1.4,0.242,0.7,1.4,0.515,0.439,1.2,1.8,0.69,0.5,1.8,2.3,1,0.3,0.2,0.7,1.3,3.6,9.1,0.515,0.5,0.636,4.4,15.8,10.1,11.2,1.3,1.5,16.8,14.8,0.3,0.045
Jevon Carter,2019-20,PG,24,58,2,16.3,1.7,4.2,0.416,1.1,2.5,0.425,0.7,1.7,0.402,0.543,0.4,0.5,0.852,0.5,1.5,2,1.4,0.8,0.3,0.6,1.5,4.9,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,1.8,0.093
Vince Carter,2019-20,PF,43,60,0,14.6,1.8,5.1,0.352,1,3.4,0.302,0.8,1.7,0.451,0.452,0.4,0.5,0.793,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5,7.5,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.2,-0.011
Wendell Carter Jr.,2019-20,C,20,43,43,29.2,4.3,8,0.534,0.1,0.7,0.207,4.1,7.3,0.564,0.542,2.6,3.5,0.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3,15.5,0.59,0.085,0.443,11.6,24.6,17.8,6,1.3,2.7,14.9,16.4,3.3,0.127
Michael Carter-Williams,2019-20,SG,28,45,0,18.5,2.5,5.8,0.427,0.5,1.7,0.293,2,4.1,0.481,0.469,1.8,2.1,0.832,1,2.2,3.3,2.4,1.1,0.5,1.2,1.9,7.2,15.3,0.535,0.288,0.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,1.9,0.111
Alex Caruso,2019-20,PG,25,64,2,18.4,1.9,4.5,0.412,0.6,1.9,0.333,1.3,2.7,0.468,0.481,1.1,1.5,0.734,0.3,1.7,1.9,1.9,1.1,0.3,0.8,1.5,5.5,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,2.3,0.095
Willie Cauley-Stein,2019-20,C,26,54,39,20.3,3.2,5.6,0.579,0,0,0,3.2,5.6,0.581,0.579,0.7,1.2,0.606,1.6,4.3,5.8,1.3,0.9,1.1,0.7,2.2,7.2,17,0.589,0.003,0.219,8,23.3,15.5,9.9,2.1,5,10.8,14.4,2.9,0.128
Tyson Chandler,2019-20,C,37,26,5,8.4,0.5,0.7,0.778,0,0,,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3,10.8,0.717,0,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6,0.6,0.131
Wilson Chandler,2019-20,PF,32,35,3,21,2.1,5.2,0.404,1.1,3.5,0.306,1.1,1.8,0.597,0.505,0.6,0.7,0.87,0.3,3.8,4.1,1.1,0.5,0.3,1,2.3,5.9,7.4,0.531,0.661,0.126,1.6,18.5,10.2,7.3,1,1.4,15,12.9,0.7,0.046
Joe Chealey,2019-20,PG,24,4,0,8.3,0,1.8,0,0,1,0,0,0.8,0,0,0.5,0.5,1,0,0,0,0.3,1,0,0.5,0.5,0.5,-2.9,0.127,0.571,0.286,0,0,0,3.9,6.1,0,20.2,13.2,-0.1,-0.188
Zylan Cheatham,2019-20,PF,24,4,0,12.8,1.5,2.3,0.667,0,0.3,0,1.5,2,0.75,0.667,0,0,,0.8,1.5,2.3,0.8,0.3,0.3,1,2.5,3,6.7,0.667,0.111,0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0,0.034
Chris Chiozza,2019-20,PG,24,28,2,14.3,2,5,0.393,1,2.6,0.375,1,2.4,0.412,0.489,0.2,0.2,1,0.3,1.6,1.9,3,0.8,0.1,1.1,1.3,5.1,12,0.499,0.514,0.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,0.5,0.055
Marquese Chriss,2019-20,PF,22,59,21,20.3,3.6,6.5,0.545,0.1,0.7,0.205,3.4,5.9,0.584,0.556,2,2.6,0.769,1.9,4.3,6.2,1.9,0.7,1.1,1.3,2.1,9.3,19.5,0.604,0.101,0.405,10,23.6,16.5,15.3,1.6,4.7,14.7,19,3.4,0.136
Gary Clark,2019-20,SF-PF,25,42,5,13.5,1.3,3.2,0.406,0.9,2.6,0.351,0.4,0.5,0.682,0.553,0.2,0.2,0.9,0.9,1.7,2.6,0.4,0.1,0.5,0.2,1.1,3.7,10.7,0.568,0.835,0.075,6.8,14,10.3,4.1,0.5,3.4,6.8,11,1.2,0.1
Brandon Clarke,2019-20,PF,23,58,4,22.4,5.1,8.3,0.618,0.4,1.1,0.359,4.7,7.2,0.658,0.642,1.5,1.9,0.759,1.6,4.4,5.9,1.4,0.6,0.8,0.9,1.7,12.1,20.9,0.663,0.134,0.234,7.6,20.1,14,9.5,1.1,3.2,9.4,18.7,5,0.183
Jordan Clarkson,2019-20,SG,27,71,2,24,5.5,12.2,0.454,2.1,5.8,0.368,3.4,6.4,0.533,0.542,1.9,2.3,0.836,0.7,1.9,2.6,1.9,0.6,0.2,1.4,1.5,15.2,17.3,0.574,0.476,0.19,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,3.4,0.096
Nic Claxton,2019-20,C,20,15,0,12.5,1.8,3.2,0.563,0.1,0.5,0.143,1.7,2.7,0.634,0.573,0.7,1.4,0.524,1.3,1.7,2.9,1.1,0.1,0.5,0.6,0.9,4.4,14.8,0.577,0.146,0.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,0.5,0.121
Chris Clemons,2019-20,SG,22,33,0,8.8,1.7,4.3,0.401,1.1,3.2,0.346,0.6,1.1,0.571,0.532,0.3,0.3,0.909,0.1,0.8,0.9,0.8,0.3,0.2,0.6,0.8,4.9,13.1,0.548,0.754,0.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,0.4,0.058
Antonius Cleveland,2019-20,SG,25,11,0,4.2,0.4,1.3,0.286,0,0.3,0,0.4,1,0.364,0.286,0.3,0.5,0.6,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1,2.5,0.34,0.214,0.357,4.6,11.3,8,2.8,1.1,5.6,11,16.9,-0.1,-0.076
Amir Coffey,2019-20,SG,22,18,1,8.8,1.3,3,0.426,0.3,1.1,0.316,0.9,1.9,0.486,0.481,0.3,0.6,0.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2,8.5,0.493,0.352,0.204,2.7,7.6,5.2,12.3,1.5,1.1,12,17.6,0.1,0.041
John Collins,2019-20,PF,22,41,41,33.2,8.6,14.8,0.583,1.4,3.6,0.401,7.2,11.2,0.642,0.632,2.9,3.7,0.8,2.8,7.3,10.1,1.5,0.8,1.6,1.8,3.4,21.6,23.5,0.659,0.243,0.248,9,24,16.4,7.6,1.1,4.1,10.1,22.7,4.9,0.174
Zach Collins,2019-20,PF,22,11,11,26.4,2.9,6.2,0.471,0.6,1.7,0.368,2.3,4.5,0.51,0.522,0.5,0.7,0.75,2.3,4,6.3,1.5,0.5,0.5,1.3,3.3,7,9.9,0.538,0.279,0.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,0.3,0.052
Mike Conley,2019-20,PG,32,47,41,29,4.9,12.1,0.409,2,5.4,0.375,2.9,6.6,0.437,0.494,2.4,3,0.827,0.7,2.5,3.2,4.4,0.8,0.1,2,2.2,14.4,14.1,0.537,0.451,0.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,2.5,0.089
Pat Connaughton,2019-20,SG,27,67,4,18.6,2,4.5,0.455,0.8,2.5,0.331,1.2,2,0.607,0.547,0.5,0.6,0.775,0.9,3.3,4.2,1.6,0.4,0.5,0.8,1,5.4,11.5,0.565,0.551,0.133,5.1,16.8,11.3,10.9,0.9,2.2,14,12.3,3.4,0.13
Quinn Cook,2019-20,PG,26,44,1,11.5,2.1,4.9,0.425,0.7,1.9,0.365,1.4,2.9,0.465,0.498,0.3,0.3,0.786,0.3,0.9,1.2,1.1,0.3,0,0.8,0.6,5.1,10,0.509,0.397,0.065,2.4,8.5,5.5,13.8,1.1,0.4,13,21,0.3,0.03
Tyler Cook,2019-20,PF-SF,22,13,0,4.2,0.6,0.9,0.667,0,0,,0.6,0.9,0.667,0.667,0.5,0.6,0.875,0.5,0.6,1.1,0.1,0.2,0,0.2,0.4,1.8,19.4,0.741,0,0.667,12.3,16.6,14.4,2.9,2.7,0,16.2,14.7,0.2,0.182
Robert Covington,2019-20,PF-C,29,70,68,30.5,4.4,10.3,0.422,2.3,6.9,0.335,2.1,3.5,0.593,0.533,1.4,1.8,0.798,0.9,5.7,6.6,1.3,1.6,1.3,1.5,3.1,12.4,13.3,0.559,0.664,0.172,3,20.2,11.4,5.9,2.5,3.7,11.7,17,3.7,0.083
Allen Crabbe,2019-20,SG-SF,27,37,1,17.6,1.7,4.8,0.356,1,3.2,0.303,0.7,1.6,0.466,0.458,0.3,0.4,0.714,0.3,1.8,2.1,0.9,0.4,0.1,0.5,1.3,4.6,6,0.47,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,-0.1,-0.007
Torrey Craig,2019-20,SF,29,58,27,18.5,2.1,4.6,0.461,0.8,2.4,0.326,1.4,2.3,0.603,0.545,0.4,0.6,0.611,1.1,2.2,3.3,0.8,0.4,0.6,0.4,2.3,5.4,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,2,0.091
Jamal Crawford,2019-20,SG,39,1,0,6,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,,0,0,0,3,0,0,0,1,5,33.2,0.625,0.5,0,0,0,0,100,0,0,0,27.9,0.1,0.492
Jae Crowder,2019-20,SF-PF,29,65,53,28.8,3.5,8.7,0.401,2.1,6.1,0.343,1.4,2.6,0.538,0.521,1.5,1.9,0.776,0.8,5.1,5.9,2.5,1.1,0.4,1.1,2.2,10.5,12.5,0.553,0.7,0.222,3,18.5,11,11.5,1.8,1.2,10,15.5,3.8,0.098
Jarrett Culver,2019-20,SG,20,63,35,23.9,3.7,9,0.404,1,3.5,0.299,2.6,5.5,0.471,0.462,0.9,1.9,0.462,1.1,2.3,3.4,1.7,0.9,0.6,1.3,2,9.2,9.6,0.467,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,-0.1,-0.004
Seth Curry,2019-20,SG,29,64,25,24.6,4.4,9,0.495,2.3,5,0.452,2.2,4,0.549,0.621,1.3,1.5,0.825,0.4,1.8,2.3,1.9,0.6,0.1,1,1.8,12.4,15.5,0.643,0.559,0.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,4.3,0.13
Stephen Curry,2019-20,PG,31,5,5,27.8,6.6,16.4,0.402,2.4,9.8,0.245,4.2,6.6,0.636,0.476,5.2,5.2,1,0.8,4.4,5.2,6.6,1,0.4,3.2,2.2,20.8,21.7,0.557,0.598,0.317,3,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.3,0.103
Troy Daniels,2019-20,SG,28,47,0,11.3,1.5,4,0.387,1,2.8,0.348,0.6,1.1,0.481,0.511,0.2,0.3,0.625,0.3,0.9,1.1,0.4,0.2,0.1,0.3,0.8,4.3,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1,0.5,5.9,16.3,0.6,0.056
Anthony Davis,2019-20,PF,26,62,62,34.4,8.9,17.7,0.503,1.2,3.5,0.33,7.7,14.2,0.546,0.536,7.2,8.5,0.846,2.3,7,9.3,3.2,1.5,2.3,2.5,2.5,26.1,27.4,0.61,0.199,0.479,7.4,22.1,14.8,15.1,2,6,10.4,29.3,11.1,0.25
Ed Davis,2019-20,C,30,28,1,10.8,0.8,1.6,0.478,0,0,,0.8,1.6,0.478,0.478,0.3,0.5,0.5,1.3,2.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8,9.5,0.489,0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20,9.4,0.6,0.102
Terence Davis,2019-20,SG,22,72,4,16.8,2.8,6.1,0.456,1.3,3.4,0.388,1.5,2.7,0.541,0.564,0.7,0.8,0.864,0.7,2.6,3.3,1.6,0.5,0.2,1.1,1.7,7.5,13.8,0.588,0.555,0.135,4.5,16,10.3,14.2,1.5,1.1,14.1,19,3.1,0.122
Dewayne Dedmon,2019-20,C,30,44,18,17.6,2.3,5.8,0.4,0.5,2.4,0.206,1.8,3.4,0.541,0.443,0.7,0.8,0.833,1.4,4.3,5.7,0.5,0.6,0.9,1.3,3,5.8,9.4,0.473,0.42,0.141,8.5,27.6,17.8,4,1.5,4.8,17.4,18.1,0.1,0.005
Matthew Dellavedova,2019-20,PG,29,57,4,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1,1.3,3.2,0.4,0,1,1.4,3.1,8.1,0.463,0.52,0.211,2.4,7.8,5.1,29,1.2,0.2,23.6,13,0.2,0.011
DeMar DeRozan,2019-20,SF,30,68,68,34.1,8.2,15.4,0.531,0.1,0.5,0.257,8.1,14.9,0.54,0.535,5.6,6.6,0.845,0.6,4.9,5.5,5.6,1,0.3,2.4,2.6,22.1,21.6,0.603,0.033,0.43,2,15.4,8.7,26.1,1.4,0.8,11.6,26.3,7.3,0.151
Cheick Diallo,2019-20,C,23,47,2,10.2,2,3,0.648,0,0.1,0.333,1.9,3,0.655,0.651,0.7,0.8,0.872,0.6,2.1,2.8,0.5,0.2,0.3,0.7,1.2,4.7,16.5,0.688,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17,1.3,0.132
Hamidou Diallo,2019-20,SF,21,46,3,19.5,2.9,6.4,0.446,0.3,1.2,0.281,2.5,5.2,0.485,0.473,0.8,1.4,0.603,1,2.7,3.6,0.8,0.8,0.2,1.1,2.2,6.9,9.3,0.491,0.193,0.213,5.6,14.7,10.3,5.9,2,0.9,13.6,18.4,0.4,0.022
Gorgui Dieng,2019-20,C,30,63,17,17.4,2.6,5.8,0.456,0.9,2.4,0.355,1.8,3.4,0.528,0.53,1.2,1.6,0.772,1.4,4.2,5.6,1.2,0.8,0.9,1,2,7.4,17.1,0.568,0.418,0.277,8.5,25.8,17,9.7,2.2,4.5,12.8,17.6,2.9,0.129
Spencer Dinwiddie,2019-20,PG,26,64,49,31.2,6.6,16,0.415,1.9,6.3,0.308,4.7,9.7,0.485,0.476,5.4,7,0.778,0.5,3,3.5,6.8,0.6,0.3,2.7,2.8,20.6,17.8,0.541,0.392,0.437,1.7,9.6,5.7,35,0.9,0.9,12.5,29.2,4.8,0.116
Donte DiVincenzo,2019-20,SG,23,66,24,23,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4,0.567,0.536,1,1.3,0.733,1,3.8,4.8,2.3,1.3,0.3,1.4,1.7,9.2,14.1,0.557,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,4.3,0.135
Luka Dončić,2019-20,PG,20,61,61,33.6,9.5,20.6,0.463,2.8,8.9,0.316,6.7,11.7,0.574,0.531,7,9.2,0.758,1.3,8.1,9.4,8.8,1,0.2,4.3,2.5,28.8,27.6,0.585,0.431,0.448,4.1,25,14.7,45.7,1.5,0.6,14.8,36.8,8.8,0.207
Luguentz Dort,2019-20,SF,20,36,28,22.8,2.4,6.1,0.394,0.8,2.8,0.297,1.6,3.3,0.479,0.463,1.2,1.5,0.792,0.7,1.6,2.3,0.8,0.9,0.1,0.6,2.7,6.8,7.6,0.506,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,0.8,0.049
Damyean Dotson,2019-20,SG,25,48,0,17.4,2.5,6,0.414,1.2,3.4,0.362,1.3,2.6,0.48,0.516,0.5,0.7,0.667,0.2,1.7,1.9,1.2,0.5,0.1,0.4,0.9,6.7,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10,1.3,0.5,6.5,16.5,0.9,0.053
Sekou Doumbouya,2019-20,PF,19,38,19,19.8,2.4,6.2,0.39,0.7,2.6,0.286,1.7,3.6,0.464,0.449,0.8,1.2,0.674,0.5,2.6,3.1,0.5,0.5,0.2,0.9,2.1,6.4,6.2,0.474,0.415,0.195,3,14.9,8.9,3.6,1.3,0.9,12,16.9,-0.3,-0.02
PJ Dozier,2019-20,SG,23,29,0,14.2,2.2,5.4,0.414,0.6,1.7,0.347,1.7,3.7,0.444,0.468,0.7,1,0.724,0.3,1.6,1.9,2.2,0.5,0.2,0.9,1.6,5.8,11.6,0.495,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,0.4,0.044
Goran Dragić,2019-20,PG,33,59,3,28.2,5.4,12.3,0.441,2.1,5.7,0.367,3.3,6.5,0.505,0.526,3.2,4.2,0.776,0.5,2.7,3.2,5.1,0.7,0.2,2.4,2.1,16.2,16.3,0.573,0.467,0.34,2,10.2,6.3,29.2,1.2,0.6,14.8,25.9,3.5,0.102
Andre Drummond,2019-20,C,26,57,56,33,7.3,13.8,0.533,0.1,0.6,0.143,7.2,13.1,0.551,0.536,3,5.2,0.575,4.4,10.8,15.2,2.7,1.9,1.6,3.6,3.5,17.7,22,0.553,0.045,0.375,14.9,37.5,26,13.6,2.8,4.2,18.2,25.9,4.2,0.108
Jared Dudley,2019-20,PF,34,45,1,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.333,0.55,0,0,1,0.1,1,1.2,0.6,0.3,0.1,0.2,0.9,1.5,7.8,0.558,0.7,0.033,1.8,13.7,7.8,9.5,2,0.7,11.6,8,0.8,0.102
Kris Dunn,2019-20,PG,25,51,32,24.9,3,6.7,0.444,0.6,2.2,0.259,2.4,4.5,0.535,0.487,0.8,1.1,0.741,0.5,3.2,3.6,3.4,2,0.3,1.3,3.1,7.3,12.1,0.51,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,2.3,0.085
Carsen Edwards,2019-20,SG,21,37,0,9.5,1.1,3.5,0.328,0.6,2.1,0.316,0.5,1.4,0.346,0.422,0.4,0.5,0.684,0.2,1.1,1.3,0.6,0.3,0.1,0.4,0.9,3.3,6.9,0.444,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,0.1,0.014
Henry Ellenson,2019-20,C,23,5,0,3,0.2,1.4,0.143,0,0.8,0,0.2,0.6,0.333,0.143,0,0,,0.4,0.8,1.2,0.2,0,0,0,0.2,0.4,-1.3,0.143,0.571,0,14.1,27,20.7,8.7,0,0,0,19.5,-0.1,-0.183
Wayne Ellington,2019-20,SG,32,36,1,15.5,1.7,4.8,0.351,1.4,4,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,0.1,1.7,1.8,1.2,0.4,0.1,0.5,1.1,5.1,8.5,0.509,0.822,0.075,0.7,12,6.2,11,1.1,0.7,9.1,15,0.4,0.035
Joel Embiid,2019-20,C,25,51,51,29.5,7.5,15.7,0.477,1.1,3.4,0.331,6.4,12.3,0.517,0.512,6.9,8.5,0.807,2.8,8.9,11.6,3,0.9,1.3,3.1,3.4,23,25.8,0.59,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,6,0.192
James Ennis III,2019-20,SF-SG,29,69,18,18.3,2.3,5.2,0.446,0.8,2.4,0.325,1.5,2.8,0.553,0.522,1.1,1.4,0.806,1,2.5,3.6,0.9,0.5,0.3,0.8,2,6.6,11.5,0.565,0.471,0.273,6.1,15.3,10.6,7,1.3,1.5,12.6,15.7,2.4,0.09
Drew Eubanks,2019-20,C,22,22,3,12.4,2,3,0.642,0,0,1,1.9,3,0.636,0.649,0.9,1.2,0.769,1.3,2.6,3.9,0.7,0.2,0.8,1,1.7,4.9,17.3,0.682,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.8,0.134
Jacob Evans,2019-20,SG,22,29,1,14.4,1.6,4.6,0.336,0.4,1.3,0.333,1.1,3.3,0.337,0.384,0.9,1,0.862,0.3,1.1,1.4,1.1,0.4,0.4,0.9,1.4,4.4,5.5,0.436,0.291,0.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,-0.5,-0.056
Dante Exum,2019-20,SG,24,35,1,13.9,1.6,3.4,0.471,0.4,1.2,0.349,1.2,2.2,0.539,0.534,0.9,1.2,0.744,0.3,1.6,1.9,1.1,0.4,0.2,0.9,1.1,4.5,10.3,0.576,0.361,0.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15,0.4,0.043
Tacko Fall,2019-20,C,24,7,0,4.7,1.6,2,0.786,0,0,,1.6,2,0.786,0.786,0.1,0.4,0.333,0.1,2,2.1,0.1,0.1,0.6,0.4,1,3.3,28.4,0.751,0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,0.2,0.223
Derrick Favors,2019-20,C,28,51,49,24.4,4.1,6.6,0.617,0,0.1,0.143,4.1,6.5,0.627,0.618,0.8,1.4,0.563,3.2,6.6,9.8,1.6,0.6,0.9,1.1,2.1,9,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14,4.2,0.162
Cristiano Felício,2019-20,C,27,22,0,17.5,1.5,2.5,0.63,0,0.1,0,1.5,2.4,0.654,0.63,0.8,1,0.783,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9,12.8,0.671,0.037,0.426,15,14.1,14.6,5.7,1.2,0.5,21.9,9.1,1,0.126
Terrance Ferguson,2019-20,SF,21,56,38,22.4,1.4,3.9,0.355,0.9,3,0.292,0.5,0.9,0.558,0.466,0.3,0.4,0.75,0.4,0.9,1.3,0.9,0.5,0.3,0.6,2.8,3.9,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1,1.2,11.9,9.1,0.6,0.021
Bruno Fernando,2019-20,C,21,56,13,12.7,1.8,3.6,0.518,0.1,0.7,0.135,1.8,2.9,0.605,0.53,0.5,0.9,0.569,1.2,2.3,3.5,0.9,0.3,0.3,0.8,1.9,4.3,11.9,0.542,0.186,0.256,10,20,15,9.9,1.2,2,15.9,15.3,0.8,0.055
Yogi Ferrell,2019-20,PG,26,50,0,10.6,1.6,3.8,0.42,0.5,1.6,0.304,1.1,2.2,0.505,0.484,0.7,0.8,0.857,0.1,0.9,1,1.4,0.4,0.1,0.6,0.8,4.4,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.7,0.06
Dorian Finney-Smith,2019-20,PF,26,71,68,29.9,3.4,7.4,0.466,1.6,4.3,0.376,1.8,3.1,0.589,0.575,1.1,1.5,0.722,2,3.7,5.7,1.6,0.6,0.5,1,2.5,9.5,12.3,0.595,0.58,0.207,7.3,12.7,10,7.2,1,1.6,10.8,12.9,4.9,0.11
Bryn Forbes,2019-20,SG,26,63,62,25.1,3.8,9.2,0.417,2.3,6,0.388,1.5,3.2,0.47,0.544,1.2,1.4,0.833,0.2,1.8,2,1.7,0.5,0,0.9,1.8,11.2,11.1,0.57,0.656,0.155,0.8,7.8,4.3,9.5,1,0,8.4,18.5,1.5,0.047
Evan Fournier,2019-20,SF,27,66,66,31.5,6.6,14.1,0.467,2.6,6.6,0.399,4,7.5,0.527,0.56,2.7,3.3,0.818,0.3,2.3,2.6,3.2,1.1,0.2,1.9,2.4,18.5,16.4,0.595,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,4.6,0.106
De'Aaron Fox,2019-20,PG,22,51,49,32,7.7,16,0.48,1.1,3.6,0.292,6.6,12.4,0.535,0.513,4.7,6.7,0.705,0.7,3.2,3.8,6.8,1.5,0.5,3.1,2.8,21.1,20.6,0.558,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,4,0.118
Melvin Frazier,2019-20,SG,23,19,0,6.6,0.8,1.8,0.441,0.4,0.8,0.5,0.4,0.9,0.389,0.559,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1,9.8,0.559,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14,0.2,0.057
Michael Frazier,2019-20,SG,25,13,0,11.2,0.5,2.2,0.241,0.3,1.8,0.174,0.2,0.5,0.5,0.31,0.7,1.1,0.643,0.1,0.7,0.8,0.2,0.2,0,0.4,1.7,2.1,-0.9,0.384,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0,12.5,11.5,-0.2,-0.06
Tim Frazier,2019-20,PG,29,27,11,13.1,1.3,3.5,0.362,0.4,1.1,0.333,0.9,2.4,0.375,0.415,0.7,0.9,0.792,0.3,0.9,1.2,3.4,0.5,0.1,1.3,1.6,3.6,9.8,0.464,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,0.1,0.016
Enes Freedom,2019-20,C,27,58,7,16.9,3.4,6,0.572,0,0.1,0.143,3.4,5.9,0.581,0.573,1.2,1.7,0.707,2.8,4.6,7.4,1,0.4,0.7,1,1.7,8.1,22.4,0.599,0.02,0.284,18,28.9,23.5,8.8,1.1,3.9,12.5,19.4,4.4,0.214
Markelle Fultz,2019-20,PG,21,72,60,27.7,5,10.7,0.465,0.5,1.9,0.267,4.5,8.8,0.507,0.488,1.6,2.2,0.73,0.6,2.7,3.3,5.1,1.3,0.2,2,2,12.1,14.3,0.517,0.175,0.206,2.1,11,6.4,29,2.2,0.5,14.9,21.4,2.7,0.065
Wenyen Gabriel,2019-20,PF,22,30,1,7.8,0.7,1.6,0.438,0.2,0.7,0.3,0.5,0.9,0.536,0.5,0.5,0.7,0.682,0.7,1,1.7,0.3,0.4,0.2,0.5,1.3,2.1,9.6,0.546,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,0.2,0.048
Daniel Gafford,2019-20,C,21,43,7,14.2,2.2,3.1,0.701,0,0,,2.2,3.1,0.701,0.701,0.7,1.4,0.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,16.2,0.686,0,0.448,9,10.3,9.6,5.2,1,8.7,15.3,13.3,1.9,0.146
Danilo Gallinari,2019-20,PF,31,62,62,29.6,5.8,13.2,0.438,2.9,7.1,0.405,2.9,6.1,0.476,0.547,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,1.2,18.7,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,6.3,0.166
