Player,Season,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48
Wendell Moore Jr.,2022-23,SG,21,29,2,5.3,0.6,1.5,0.419,0.1,0.6,0.118,0.6,0.9,0.615,0.442,0.1,0.2,0.8,0.1,0.5,0.6,0.6,0.3,0.2,0.3,0.4,1.4,9.3,0.465,0.395,0.116,3,10,6.6,15.3,2.5,2.8,15,14.9,0.1,0.028
Ja Morant,2022-23,PG,23,61,59,31.9,9.3,19.9,0.466,1.5,4.9,0.307,7.8,15,0.519,0.504,6.1,8.1,0.748,1,4.9,5.9,8.1,1.1,0.3,3.4,1.6,26.2,23.3,0.557,0.247,0.409,3.3,16.1,9.7,41.1,1.6,0.7,12.6,34.9,6,0.148
Marcus Morris,2022-23,PF,33,65,65,28.1,4.2,9.9,0.426,1.7,4.7,0.364,2.5,5.2,0.484,0.513,1,1.3,0.782,0.4,3.5,4,1.8,0.6,0.3,0.9,2.1,11.2,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1,7.6,17.6,2,0.053
Markieff Morris,2022-23,PF,33,35,2,10.1,1.3,3.3,0.409,0.8,2,0.394,0.5,1.3,0.432,0.53,0.3,0.3,1,0.4,1.7,2,0.9,0.3,0.1,0.5,1.4,3.8,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.4,0.059
Monte Morris,2022-23,PG,27,62,61,27.3,4,8.3,0.48,1.3,3.3,0.382,2.7,5,0.543,0.555,1,1.2,0.831,0.4,3,3.4,5.3,0.7,0.2,1,1.2,10.3,15,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,4.2,0.12
Trey Murphy III,2022-23,SF,22,79,65,31,4.9,10.1,0.484,2.6,6.3,0.406,2.3,3.8,0.611,0.61,2.2,2.4,0.905,0.7,2.8,3.6,1.4,1.1,0.5,0.8,2,14.5,15.2,0.65,0.621,0.238,2.7,10.3,6.5,6.4,1.8,1.7,6.5,16.6,7.6,0.15
Dejounte Murray,2022-23,SG,26,74,74,36.4,8.3,17.8,0.464,1.8,5.2,0.344,6.5,12.6,0.514,0.514,2.1,2.6,0.832,0.7,4.5,5.3,6.1,1.5,0.3,2.2,1.4,20.5,17,0.54,0.293,0.144,2.1,13.8,7.9,24,2,0.6,10.2,24.4,4.7,0.084
Jamal Murray,2022-23,PG,25,65,65,32.8,7.3,16,0.454,2.6,6.6,0.398,4.6,9.4,0.494,0.537,2.8,3.3,0.833,0.7,3.2,4,6.2,1,0.2,2.2,1.6,20,18,0.571,0.415,0.207,2.7,11,6.9,27.5,1.5,0.7,11.3,26.1,5.1,0.116
Keegan Murray,2022-23,SF,22,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2,12.2,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,4.3,0.087
Mike Muscala,2022-23,C,31,63,9,15,2.1,4.6,0.449,1.3,3.3,0.391,0.8,1.3,0.588,0.587,0.6,0.8,0.769,0.6,2.6,3.2,0.8,0.2,0.4,0.4,1.6,6.1,13,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,2.5,0.128
Svi Mykhailiuk,2022-23,SF,25,32,8,14.6,2.4,5.4,0.445,1.3,3.1,0.424,1.1,2.3,0.473,0.566,0.8,1.2,0.667,0.5,1.2,1.7,1.7,0.5,0.1,0.8,0.7,6.9,14,0.584,0.572,0.225,3.4,8.9,6.1,16.5,1.5,0.7,11.2,19.3,0.8,0.081
Larry Nance Jr.,2022-23,PF,30,65,1,21.2,2.9,4.7,0.61,0.2,0.6,0.333,2.6,4,0.654,0.633,0.8,1.2,0.696,1.6,3.8,5.4,1.8,0.9,0.6,0.6,2,6.8,16,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2,2.6,11,11.9,4.9,0.171
Andrew Nembhard,2022-23,SG,23,75,63,27.6,3.8,8.6,0.441,1.2,3.5,0.35,2.6,5.1,0.504,0.512,0.7,0.8,0.79,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,10,0.528,0.408,0.096,1.9,8.8,5.3,22.4,1.6,0.5,15.8,16.1,1.2,0.029
Aaron Nesmith,2022-23,SF,23,73,60,24.9,3.5,8.1,0.427,1.6,4.3,0.366,1.9,3.8,0.496,0.525,1.6,1.9,0.838,0.8,2.9,3.8,1.3,0.8,0.5,1,3.2,10.1,10.5,0.566,0.532,0.241,3.8,13.1,8.5,7.4,1.4,1.6,10.3,16.8,2,0.052
Raul Neto,2022-23,PG,30,48,1,10.5,1.2,2.3,0.518,0.3,0.9,0.286,0.9,1.4,0.662,0.573,0.6,0.7,0.912,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,12.6,0.628,0.382,0.309,2.3,8.4,5.4,21,1.7,0.7,16.1,13.2,1.5,0.142
Georges Niang,2022-23,PF,29,78,1,19.4,2.8,6.4,0.442,2,4.9,0.401,0.9,1.5,0.576,0.596,0.5,0.6,0.867,0.2,2.1,2.4,1,0.4,0.2,0.7,1.9,8.2,10.9,0.61,0.765,0.09,1.5,12.8,7.2,7.3,1,0.9,9.4,17,2.5,0.078
Daishen Nix,2022-23,PG,20,57,7,16,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4,5.3,0.447,0.591,0.152,2.1,9.7,5.9,19.2,1.6,0.7,25.4,15.4,-1.2,-0.062
Zeke Nnaji,2022-23,PF,22,53,5,13.7,2.1,3.7,0.561,0.3,1.2,0.262,1.8,2.5,0.71,0.605,0.8,1.2,0.645,1.2,1.4,2.6,0.3,0.3,0.4,0.6,2,5.2,12.5,0.62,0.332,0.316,10.5,11.2,10.9,3.3,1.1,2.8,12.2,15.2,1.6,0.106
Nerlens Noel,2022-23,C,28,17,4,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,7.9,0.424,0.056,0.333,5.6,21,13.1,6.7,4,4.5,23.9,12,0,0.007
Jaylen Nowell,2022-23,SG,23,65,2,19.3,4.3,9.6,0.448,1,3.6,0.289,3.3,6,0.542,0.502,1.2,1.5,0.778,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8,13.7,0.527,0.371,0.158,3.3,11.7,7.6,15.9,1.6,0.3,8.9,25,1.2,0.046
Frank Ntilikina,2022-23,PG,24,47,5,12.9,1,2.8,0.364,0.4,1.4,0.254,0.7,1.4,0.477,0.428,0.5,0.7,0.667,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,5.2,0.461,0.508,0.25,1.3,10.7,5.9,12.8,1.3,1,16.5,13.1,-0.1,-0.01
Kendrick Nunn,2022-23,SG-PG,27,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,0.2,0.008
Jusuf Nurkić,2022-23,C,28,52,52,26.8,5,9.7,0.519,0.8,2.3,0.361,4.2,7.4,0.567,0.561,2.4,3.7,0.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,17.3,0.589,0.236,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,2.7,0.092
Jordan Nwora,2022-23,SF,24,62,14,19.2,3.1,7.2,0.436,1.4,3.4,0.408,1.7,3.8,0.462,0.533,1.1,1.4,0.791,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,12.2,0.561,0.474,0.193,4.7,15.8,10.4,10.5,1,1,12,19.4,1.5,0.06
Royce O'Neale,2022-23,SF,29,76,53,31.7,3,7.8,0.386,2.1,5.5,0.389,0.9,2.3,0.379,0.524,0.7,0.9,0.725,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,9.2,0.538,0.707,0.116,2.6,15,9,15.3,1.3,1.7,15.5,13.6,2.9,0.057
Chuma Okeke,2022-23,SF,24,27,8,19.2,1.6,4.5,0.352,1,3.2,0.302,0.6,1.3,0.472,0.459,0.6,0.8,0.762,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,9.1,0.488,0.705,0.172,5.7,15.3,10.5,9.4,1.8,2.1,11.5,12.3,0.7,0.061
Josh Okogie,2022-23,SG,24,72,26,18.8,2.3,5.8,0.391,0.9,2.7,0.335,1.3,3,0.442,0.471,1.9,2.7,0.724,1.5,2,3.5,1.5,0.8,0.5,0.9,1.6,7.3,13.3,0.531,0.476,0.464,8.8,11.9,10.3,10.3,2,2.3,11.2,17.7,2.8,0.101
Onyeka Okongwu,2022-23,C,22,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,3.1,9.9,19.4,0.678,0.026,0.394,12.7,21.5,17,5.8,1.4,4.9,12.2,15.1,7.1,0.185
Isaac Okoro,2022-23,SF,22,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,4.2,0.122
KZ Okpala,2022-23,PF,23,35,3,7.1,0.5,1.1,0.421,0.2,0.6,0.333,0.3,0.5,0.529,0.513,0.2,0.2,0.875,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3,6.2,0.554,0.553,0.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,0.3,0.057
Victor Oladipo,2022-23,SG,30,42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4,10.7,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,0.6,0.024
Kelly Olynyk,2022-23,C,31,68,68,28.6,4.1,8.2,0.499,1.4,3.5,0.394,2.7,4.7,0.576,0.583,2.9,3.4,0.853,1.2,5,6.2,3.7,0.9,0.5,2.5,3.4,12.5,14.4,0.643,0.424,0.417,4.6,18.6,11.7,17.6,1.5,1.6,20.3,17.8,4.3,0.106
Eugene Omoruyi,2022-23,SF,25,40,6,16.1,2.5,5.7,0.443,0.6,2.2,0.281,1.9,3.5,0.547,0.498,1.3,1.9,0.68,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7,10.9,0.533,0.39,0.329,7.1,11.8,9.4,6.3,2.1,0.4,11.5,19.3,0.6,0.042
Cedi Osman,2022-23,SF,27,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7,12,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,3.3,0.103
Kelly Oubre Jr.,2022-23,SF,27,48,40,32.3,7.4,17.1,0.431,2.3,7.1,0.319,5.1,10,0.51,0.497,3.3,4.3,0.76,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,14.8,0.534,0.414,0.254,4.4,12.9,8.6,5.6,2.1,1,6.6,26.5,1.7,0.051
Chris Paul,2022-23,PG,37,59,59,32,5,11.3,0.44,1.7,4.4,0.375,3.3,6.9,0.482,0.513,2.3,2.7,0.831,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,17.7,0.555,0.391,0.24,1.6,13.4,7.4,38.7,2.4,1,13.4,19.2,6.2,0.156
Cameron Payne,2022-23,PG,28,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,13.2,0.512,0.408,0.141,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,1.1,0.053
Gary Payton II,2022-23,PG,30,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,1,0.125
Theo Pinson,2022-23,SG,27,40,1,8.1,0.8,2.2,0.356,0.6,1.6,0.355,0.2,0.6,0.36,0.483,0.3,0.3,0.846,0.3,1.3,1.6,1.2,0.2,0,0.3,0.9,2.4,10.1,0.512,0.713,0.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,0.5,0.071
Scotty Pippen Jr.,2022-23,PG,22,6,0,5.3,0.7,2,0.333,0.2,0.5,0.333,0.5,1.5,0.333,0.375,0.8,1.5,0.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,9.6,0.439,0.25,0.75,6.9,6.5,6.7,8.2,3,2.6,11.1,23.7,0,-0.017
Mason Plumlee,2022-23,C,32,79,60,26,4.2,6.1,0.68,0,0,,4.2,6.1,0.68,0.68,2.5,4,0.636,2.9,6,8.9,3.1,0.6,0.6,1.5,2.7,10.8,19.6,0.689,0,0.647,11.8,25.1,18.4,17.3,1.1,2,15.8,15.2,7.9,0.185
Jakob Poeltl,2022-23,C,27,72,71,26.5,5.4,8.6,0.629,0,0,0,5.4,8.6,0.63,0.629,1.7,2.8,0.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,21,0.635,0.002,0.325,13,25.5,19,15.2,1.7,4,15,18.2,6,0.15
Aleksej Pokusevski,2022-23,PF,21,34,25,20.6,3.2,7.3,0.434,1.1,3.1,0.365,2.1,4.3,0.483,0.51,0.6,1,0.629,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,13.4,0.522,0.418,0.141,6.8,17.8,12.2,12.4,1.4,5.7,14,18.3,1,0.066
Jordan Poole,2022-23,PG,23,82,43,30,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,14.6,0.573,0.498,0.325,1.5,8.5,5,22.5,1.2,0.8,14.7,29.2,3.2,0.063
Kevin Porter Jr.,2022-23,PG,22,59,59,34.3,6.6,15,0.442,2.4,6.5,0.366,4.2,8.5,0.501,0.522,3.5,4.5,0.784,1.3,4,5.3,5.7,1.4,0.3,3.2,2.6,19.2,16.2,0.565,0.436,0.299,4.1,13.1,8.5,25.7,2,0.8,15.8,24.3,2.9,0.068
Michael Porter Jr.,2022-23,SF,24,62,62,29,6.4,13.2,0.487,3,7.3,0.414,3.4,5.9,0.579,0.602,1.5,1.9,0.8,1,4.5,5.5,1,0.6,0.5,1.1,1.9,17.4,16.8,0.621,0.556,0.147,4.2,17.2,10.9,5.3,1,1.4,7.3,22.7,4.3,0.116
Otto Porter Jr.,2022-23,SF,29,8,2,18.3,1.9,3.8,0.5,0.8,2.1,0.353,1.1,1.6,0.692,0.6,1,1,1,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5,14,0.656,0.567,0.267,4.3,10.9,7.4,7.2,3.7,0,10.7,11,0.4,0.142
Bobby Portis,2022-23,PF,27,70,22,26,5.7,11.5,0.496,1.4,3.7,0.37,4.3,7.8,0.555,0.555,1.4,1.8,0.768,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,17.8,0.575,0.32,0.156,9.2,28.6,19.3,8.7,0.8,0.7,8.6,21.7,5.3,0.139
Kristaps Porziņģis,2022-23,C,27,65,65,32.6,7.8,15.7,0.498,2.1,5.5,0.385,5.7,10.2,0.559,0.565,5.4,6.4,0.851,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2,23.1,0.627,0.35,0.409,6.2,21.8,14.3,12.9,1.3,4,10.2,27.4,7.7,0.174
Micah Potter,2022-23,PF,24,7,0,7.4,1.4,2.1,0.667,0.6,1,0.571,0.9,1.1,0.75,0.8,0,0,,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4,18.6,0.8,0.467,0,6.3,26.7,16.6,11.2,0.9,0,11.8,13.7,0.2,0.186
Dwight Powell,2022-23,C,31,76,64,19.2,2.6,3.5,0.732,0,0.1,0,2.6,3.5,0.746,0.732,1.5,2.2,0.667,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,15.5,0.738,0.019,0.625,11.8,13.3,12.5,6.9,1.6,1.6,15.9,12.6,5.1,0.168
Norman Powell,2022-23,SG,29,60,8,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17,17.1,0.612,0.404,0.39,1.7,10.7,6.3,11,1.6,1,10.8,26,3.5,0.107
Jason Preston,2022-23,PG,23,14,0,8.9,1.3,2.9,0.439,0.4,1.3,0.278,0.9,1.6,0.565,0.5,0,0.1,0,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9,10.3,0.489,0.439,0.049,1.8,17.9,9.9,30.9,0.8,0,19.3,18.3,0.1,0.021
Joshua Primo,2022-23,SG,20,4,0,23.3,2.3,6.5,0.346,0.8,3,0.25,1.5,3.5,0.429,0.404,1.8,2.3,0.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7,6.1,0.467,0.462,0.346,2.3,13.4,7.6,24.4,0.5,1.8,26.9,18.2,-0.1,-0.073
Taurean Prince,2022-23,SF,28,54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,1.3,0.052
Payton Pritchard,2022-23,PG,25,48,3,13.4,2.1,5.1,0.412,1.2,3.2,0.364,0.9,1.9,0.495,0.527,0.3,0.3,0.75,0.5,1.3,1.8,1.3,0.3,0,0.8,0.8,5.6,10.3,0.536,0.629,0.065,4.3,10.5,7.5,14,1.1,0.1,13.7,19.8,0.6,0.045
Trevelin Queen,2022-23,SG,25,7,0,10,1,4.1,0.241,0.3,2.1,0.133,0.7,2,0.357,0.276,0.7,0.7,1,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3,6,0.337,0.517,0.172,12.7,14.2,13.5,11.1,1.4,6.1,18.3,22.9,-0.2,-0.133
Neemias Queta,2022-23,C,23,5,0,5.8,1.2,1.8,0.667,0,0,,1.2,1.8,0.667,0.667,0,0.4,0,1,1.2,2.2,0.2,0,0.4,0.2,1.4,2.4,17,0.607,0,0.222,19.8,23.5,21.7,5,0,6,9.2,16.1,0.1,0.149
Immanuel Quickley,2022-23,PG,23,81,21,28.9,5.2,11.6,0.448,2.1,5.6,0.37,3.1,6,0.521,0.537,2.5,3.1,0.819,0.7,3.4,4.2,3.4,1,0.2,1.2,2,14.9,16.3,0.578,0.485,0.265,2.7,13.1,7.9,17.4,1.7,0.6,8.7,20.9,6.7,0.137
Lester Quinones,2022-23,SG,22,4,0,4.5,0.5,1.3,0.4,0.5,1,0.5,0,0.3,0,0.6,1,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0,1.3,0,2.5,8.6,0.654,0.8,1.2,6.2,12,9.2,14.2,2.6,0,39.6,29.4,0,-0.103
Julius Randle,2022-23,PF,28,77,77,35.5,8.5,18.6,0.459,2.8,8.3,0.343,5.7,10.3,0.553,0.536,5.2,6.9,0.757,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1,20.3,0.581,0.444,0.371,5.6,25.2,15.4,18.5,0.9,0.7,11.5,29.5,8.1,0.142
Austin Reaves,2022-23,SG,24,64,22,28.8,4,7.7,0.529,1.3,3.4,0.398,2.7,4.3,0.631,0.616,3.6,4.1,0.864,0.5,2.5,3,3.4,0.5,0.3,1.5,1.7,13,14.9,0.687,0.441,0.541,2,9,5.6,15.7,0.8,0.9,14,16.2,5.4,0.142
Cam Reddish,2022-23,SF,23,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7,10.6,0.561,0.462,0.24,2,8.1,5,8.1,1.9,1.3,12,17.1,0.9,0.046
Davon Reed,2022-23,SG,27,43,1,8,0.7,2,0.333,0.4,1.1,0.37,0.3,0.9,0.289,0.435,0.4,0.6,0.667,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,6.2,0.471,0.548,0.286,3.4,16,9.9,8.2,2.1,1,17.5,14.5,0.1,0.008
Paul Reed,2022-23,C,23,69,2,10.9,1.8,3,0.593,0,0.1,0.167,1.8,2.9,0.606,0.596,0.6,0.7,0.745,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,19.2,0.62,0.029,0.244,17.8,23.1,20.5,5.3,3,6.3,16.3,16.4,2.8,0.18
Naz Reid,2022-23,C,23,68,11,18.4,4.6,8.5,0.537,1.1,3.2,0.346,3.5,5.3,0.653,0.602,1.3,1.9,0.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,3,0.114
Jared Rhoden,2022-23,SG,23,14,0,14.1,1.2,3.1,0.386,0.4,1.4,0.25,0.9,1.7,0.5,0.443,0.4,0.4,1,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,6.5,0.482,0.455,0.136,6,15,10.4,2.8,1,0.4,6,10.7,0.1,0.027
Nick Richards,2022-23,C,25,65,9,18.7,3,4.8,0.629,0,0,1,3,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,18.3,0.676,0.003,0.585,12.6,24,18.2,4.5,0.4,5.1,13,15.6,4.2,0.165
Josh Richardson,2022-23,SG,29,65,10,23.5,3.7,8.5,0.431,1.6,4.5,0.365,2,4,0.506,0.528,1.1,1.2,0.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12.3,0.555,0.529,0.146,2.9,9.9,6.3,15.8,2.2,1.2,12.7,18.4,1.8,0.055
Austin Rivers,2022-23,SG,30,52,10,19.5,1.8,4,0.435,0.8,2.4,0.35,0.9,1.7,0.558,0.538,0.6,0.8,0.769,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,7.4,0.564,0.589,0.187,0.6,8.4,4.6,9.3,1.3,0.3,9.2,10.5,1.3,0.061
Duncan Robinson,2022-23,SF,28,42,1,16.5,2.1,5.6,0.371,1.5,4.6,0.328,0.6,1.1,0.556,0.504,0.7,0.8,0.906,0.2,1.5,1.6,1.1,0.3,0,0.7,1.8,6.4,7.8,0.534,0.81,0.135,1.3,10.7,5.9,9.7,1,0,10,17.9,0.5,0.035
Mitchell Robinson,2022-23,C,24,59,58,27,3.2,4.7,0.671,0,0,,3.2,4.7,0.671,0.671,1,2.1,0.484,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,18.9,0.652,0,0.436,18.4,20,19.2,4.5,1.7,6.5,10.9,10.1,6.5,0.197
Orlando Robinson,2022-23,C,22,31,1,13.7,1.5,2.9,0.528,0,0.2,0,1.5,2.7,0.566,0.528,0.7,1,0.71,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,13.4,0.565,0.067,0.348,12.8,22.3,17.4,8.4,1.4,2.9,13.5,12.4,1.1,0.129
Jeremiah Robinson-Earl,2022-23,PF,22,43,20,18.9,2.6,5.8,0.444,0.9,2.6,0.333,1.7,3.2,0.533,0.518,0.8,1,0.833,1.7,2.5,4.2,1,0.6,0.3,0.4,1.7,6.8,13,0.548,0.448,0.169,9.2,14.7,11.9,7,1.4,1.2,6.7,14.6,1.9,0.111
Isaiah Roby,2022-23,PF,24,42,2,11.3,1.6,3.7,0.432,0.4,1.4,0.3,1.2,2.3,0.516,0.49,0.5,1,0.488,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1,9.3,0.497,0.387,0.265,4.7,20.6,12.3,10.7,1.8,1.2,15.2,17.8,-0.1,-0.011
David Roddy,2022-23,PF,21,70,4,18,2.6,6,0.429,0.9,3,0.307,1.6,3,0.553,0.506,0.6,0.9,0.631,0.7,2,2.8,0.8,0.4,0.3,0.8,1.5,6.7,8.8,0.519,0.505,0.155,4.2,12,8.1,6.1,1.1,1.4,11.3,16.7,1.1,0.043
Ryan Rollins,2022-23,PG,20,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9,-1.4,0.508,0.45,0.3,5.4,15.7,10.6,12.4,0.8,1.4,41.4,26.1,-0.3,-0.218
Derrick Rose,2022-23,PG,34,27,0,12.5,2.3,5.9,0.384,0.7,2.3,0.302,1.6,3.6,0.438,0.443,0.4,0.4,0.917,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1,1.4,11.8,23.6,0,-0.001
Terrence Ross,2022-23,SG,31,63,9,21.1,3.2,7.4,0.43,1.5,4.1,0.368,1.7,3.3,0.507,0.532,0.4,0.5,0.794,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,10.2,0.544,0.555,0.073,1.8,11.2,6.5,10.2,1.3,0.7,8.2,16.8,1.6,0.059
Terry Rozier,2022-23,SG,28,63,63,35.3,7.8,18.9,0.415,2.6,8,0.327,5.2,10.8,0.48,0.484,2.8,3.5,0.809,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,14.7,0.517,0.425,0.185,2.4,10.2,6.2,22.7,1.6,0.6,9.4,26.9,1.7,0.037
Ricky Rubio,2022-23,PG,32,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1,13.8,17.7,0.7,0.062
D'Angelo Russell,2022-23,PG,26,71,71,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3,0.829,0.5,2.5,3,6.2,1,0.4,2.6,2,17.8,16.3,0.605,0.517,0.228,1.7,8.5,5.2,27.4,1.4,1.1,15.1,22.7,5.1,0.106
Matt Ryan,2022-23,SF,25,34,0,9.1,1.2,3.2,0.37,0.9,2.5,0.381,0.2,0.7,0.333,0.519,0.3,0.4,0.833,0.1,0.6,0.8,0.5,0.1,0,0.2,0.8,3.6,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.3,0.044
Domantas Sabonis,2022-23,C,26,79,79,34.6,7.3,11.9,0.615,0.4,1.1,0.373,6.9,10.8,0.639,0.632,4.1,5.5,0.742,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,23.5,0.668,0.088,0.467,10.6,30,20.3,30.4,1.1,1.2,16.9,21.3,12.6,0.221
